cell;latitude;longitude
6820;45.34365747036505;4.73519264267032
6902;45.273869875398375;4.63020578091911
6903;45.2717244849389;4.73208370223141
6904;45.269485400274526;4.83395318953218
6905;45.267152767206476;4.935814378985302
6906;45.26472712582525;5.037667256722817
6907;45.2622084133467;5.139511276886805
6983;45.20398550912852;4.525481950393365
6984;45.201935731141724;4.627236258597573
6985;45.199793112491726;4.728982592577448
6986;45.1975570784954;4.83072065239383
6987;45.19522745137287;4.932450312902943
6988;45.19280475954712;5.034171427397513
6989;45.19028923491065;5.135883465448172
7063;45.134004365285826;4.421021540543557
7064;45.132050230273975;4.522651616632015
7065;45.13000304053418;4.6242743251086225
7066;45.12786298350132;4.7258892519233475
7067;45.12562979320632;4.827496091820165
7068;45.12330328498238;4.929094622048322
7069;45.12088381228622;5.030684452995217
7070;45.11837162037777;5.13226491795511
7141;45.06206781961143;4.41832956409625
7142;45.06011627845555;4.519828472320025
7143;45.05807165340683;4.62131997220269
7144;45.055934104257275;4.722803710142145
7145;45.0537036642504;4.824279484723705
7146;45.05138034139535;4.925747211790077
7147;45.0489642992354;5.027206249280153
7148;45.04645558332495;5.128655622094175
7149;45.04385408551435;5.230095279267623
7150;45.0411596557227;5.331525607100352
7151;45.038372199649324;5.432946406682308
7219;44.99198874548137;4.314269292640822
7220;44.99013255389195;4.415644341210175
7221;44.988183581162374;4.517012517819985
7222;44.9861416079762;4.61837324510186
7223;44.98400669576858;4.719726137218792
7224;44.98177905384423;4.821071065085717
7225;44.97945889156315;4.922408130538052
7226;44.9770462993902;5.0237366412785525
7227;44.974541117380824;5.12505543937788
7228;44.97194312458175;5.226364677624285
7229;44.96925220202443;5.327664818005528
7230;44.96646838163155;5.42895527513975
7299;44.9218141325268;4.210470261856195
7300;44.920052698470776;4.311721459011098
7301;44.9181987993457;4.412966056843213
7302;44.91625242239952;4.514203856022665
7303;44.914213201552926;4.61543421062976
7304;44.9120810774888;4.71665667001121
7305;44.90985632959725;4.81787111814909
7306;44.9075392757647;4.919077685329762
7307;44.905130007657775;5.020275817763783
7308;44.90262829237587;5.1214644854617
7309;44.90003383845023;5.222643751995642
7310;44.89734651992922;5.323813878274605
7311;44.89456639921387;5.424974229046147
7381;44.85154426945535;4.106931665138345
7382;44.8498776937165;4.20805933520106
7383;44.84811847313542;4.309180376751308
7384;44.84626694385197;4.410294868148028
7385;44.84432314648705;4.51140259899132
7386;44.8422866915976;4.61250291145281
7387;44.84015744683525;4.713595324747435
7388;44.83793567398777;4.814679728713003
7389;44.835621696494975;4.915756155234548
7390;44.8332156186698;5.016824179424755
7391;44.8307172518118;5.1178830486141225
7392;44.82812632734267;5.21893259857179
7393;44.8254426810992;5.319972833430045
7394;44.8226663095569;5.421003292634235
7463;44.78117929925803;4.003653330304537
7464;44.7796075306828;4.1046572318569226
7465;44.777943151000876;4.205654889249263
7466;44.77618630116045;4.306646100862565
7467;44.77433724512027;4.407630819055843
7468;44.772396008098674;4.508608775110665
7469;44.77036227761665;4.6095793414374
7470;44.76823593196545;4.710542053018503
7471;44.76601718097312;4.811496810454497
7472;44.76370627166695;4.912443530706055
7473;44.7613032924718;5.013381839886512
7474;44.75880816247805;5.114311175506552
7475;44.7562207177841;5.215231172193575
7476;44.753540760727475;5.316141682612672
7477;44.75076817530748;5.417042485298173
7478;44.74790307262373;5.517933183464788
7479;44.7449457071135;5.618813288742502
7546;44.71072009152005;3.9006356636296724
7547;44.70924267949185;4.001515086855083
7548;44.70767289833675;4.10238897018941
7549;44.70601072848893;4.203256871099833
7550;44.70425627453065;4.304118517943302
7551;44.70240971391002;4.404973732538933
7552;44.700471034270926;4.5058221926490925
7553;44.69844000726612;4.606663320493353
7554;44.69631656439245;4.707496675267407
7555;44.69410086819105;4.80832213850726
7556;44.691793060936426;4.90913956800576
7557;44.68939317761605;5.009948600659738
7558;44.6869012230206;5.1107486898455425
7559;44.6843171594096;5.211539356148823
7560;44.68164081389025;5.312320432096955
7561;44.678872018324824;5.413091853879632
7562;44.676010824086276;5.513853369808848
7563;44.67305743156918;5.614604524050635
7564;44.670012070994126;5.715344671058115
7628;44.63878393100382;3.8986330106875626
7629;44.63730832773238;3.999382594675805
7630;44.63574055652965;4.100126770917227
7631;44.63408057920338;4.2008651968801
7632;44.6323284734259;4.301597525986685
7633;44.6304843602012;4.402323468468148
7634;44.6285482154913;4.503042683776222
7635;44.62651989776238;4.6037546882727876
7636;44.62439939142107;4.704459057128015
7637;44.622186797279525;4.805155586592172
7638;44.61988214773205;4.905844077243468
7639;44.61748540706718;5.006524178576242
7640;44.61499661172598;5.1071953365840725
7641;44.6124158256431;5.207857016354232
7642;44.60974297133127;5.308509043044085
7643;44.606977932685425;5.409151406997865
7644;44.60412071307015;5.50978395501306
7645;44.6011713800556;5.610406350446548
7711;44.5653764017222;3.99725556867984
7712;44.563810695647874;4.09787050297447
7713;44.562152869147475;4.19847981405116
7714;44.56040301715765;4.299083089835338
7715;44.5585612561978;4.39968001035966
7716;44.55662760777605;4.500270269776545
7717;44.55460202344015;4.600853466371053
7718;44.5524845047394;4.701429180125283
7719;44.55027507024655;4.80199710546378
7720;44.54797364985705;4.90255697261877
7721;44.545580128080225;5.003108424157928
7722;44.54309450657802;5.103650940024037
7723;44.5405169085683;5.20418401490664
7724;44.53784742374465;5.30470742582896
7725;44.53508608030675;5.405221106279478
7726;44.53223286202032;5.505724935071085
7727;44.5292876791833;5.606218705684135
7793;44.4934470280217;3.9951336810888125
7794;44.491883440522926;4.095619953745955
7795;44.49022774711775;4.196100599229328
7796;44.48848007496277;4.2965751584561325
7797;44.486640579383774;4.397043364039457
7798;44.48470939246793;4.497505003842425
7799;44.48268655622005;4.59795972184346
7800;44.48057204549802;4.698407074668375
7801;44.47836579991985;4.79884667542017
7802;44.47606766518658;4.899278194379288
7803;44.4736774266835;4.99970127177195
7804;44.4711950058525;5.100115460922187
7805;44.46862055040835;5.20052032584886
7806;44.46595433331562;5.300915572675312
7807;44.4631965935573;5.40130100142529
7875;44.42152029662738;3.9930168329423874
7876;44.419958845716124;4.09337498293556
7877;44.41830531562162;4.19372742610513
7878;44.41655981939715;4.294073673100687
7879;44.41472256036808;4.394413523002665
7880;44.4127938224219;4.49474689369395
7881;44.41077372656473;4.595073474554168
7882;44.40866219496305;4.695392765925368
7883;44.4064591069657;4.7957043103877375
7884;44.40416424011902;4.896007753131725
7885;44.40177727716433;4.996302765580685
7886;44.399298084521625;5.0965889755027325
7887;44.39672682971005;5.196866001699627
7888;44.394063878116725;5.29713350217895
7889;44.391309655713776;5.39739113716026
7958;44.349596286696375;3.990904990955655
7959;44.348036991358;4.091135489648147
7960;44.346385686942874;4.191360195293887
7961;44.344642412862775;4.291578589104698
7962;44.34280739411457;4.391790492753295
7963;44.34088109284382;4.491995949872955
7964;44.33886371740623;4.592194722328043
7965;44.33675511689633;4.692386249342388
7966;44.33455511583045;4.792570014646555
7967;44.3322634337376;4.8927456658164825
7968;44.32987967857313;4.992912923938852
7969;44.327403736231624;5.093071491425688
7970;44.32483582049875;5.193221037679575
7971;44.32217625185047;5.293361186813778
7972;44.31942549889253;5.39349146526013
7973;44.316583833208476;5.493611431149535
7974;44.313650915090875;5.593721005482823
8043;44.277674987923;3.9887983312493676
8044;44.27611787739075;4.08890145685287
8045;44.2744688996902;4.188998819267095
8046;44.27272798351702;4.289089852420857
8047;44.27089529949535;4.389174283264428
8048;44.268971463145476;4.48925220419083
8049;44.266956806997;4.58932347830966
8050;44.26485110298778;4.689387536093965
8051;44.26265406268122;4.789443814448967
8052;44.2603653418548;4.889491957628443
8053;44.25798459571895;4.989531755396155
8054;44.255511893112676;5.089563002258385
8055;44.25294758159408;5.189585429621703
8056;44.25029173179942;5.2895986321939
8057;44.24754444728075;5.38960197517444
8058;44.24470622069435;5.48959486875041
8059;44.24177701006757;5.589577296522415
8134;44.20575646790977;3.986697051193675
8135;44.20420152449995;4.086672952645758
8136;44.2025548986221;4.18664323506078
8137;44.20081643829465;4.286607297763427
8138;44.19898623099975;4.386564713298445
8139;44.1970649647403;4.48651551031386
8140;44.1950531090555;4.58645962398982
8141;44.19295036112732;4.686396549817197
8142;44.1907561993194;4.786325691389522
8143;44.1884701926594;4.886246636075527
8144;44.186092192974776;4.9861592510576225
8145;44.18362255397083;5.086063510983095
8146;44.18106179754105;5.185959225790775
8147;44.1784098315972;5.28584587243287
8148;44.1756662623826;5.385722584501883
8149;44.17283157532385;5.4855886551108375
8150;44.1699060537991;5.58544419413938
8219;44.14124064098785;3.38540801293717
8222;44.13795079941548;3.6850242889236875
8223;44.13667221040455;3.784888145632045
8224;44.1353023048365;3.88474715150519
8225;44.13384091502135;3.984601143161365
8226;44.13228805082705;4.08444999268986
8227;44.1306436997729;4.18429339742641
8228;44.12890769162845;4.284130769597152
8229;44.127080078793725;4.383961567994367
8230;44.12516151884185;4.48378566549156
8231;44.12315256875245;4.583602990721557
8232;44.121052868237875;4.68341315641141
8233;44.118861587844926;4.78321556298304
8234;44.1165781852552;4.883009667975608
8235;44.1142027964424;4.982795380638268
8236;44.11173604994715;5.08257301279667
8237;44.10917854511465;5.182342452068058
8238;44.10653029597895;5.2821028323928525
8239;44.10379072449332;5.3818530377030624
8240;44.10095994760052;5.48159244362219
8310;44.06931801609245;3.3840786842243173
8311;44.068314124896624;3.483827338467605
8312;44.06721900540808;3.583572592111715
8313;44.066033133849224;3.6833141559023024
8314;44.06475631909962;3.7830513498328076
8315;44.06338813643335;3.882783600384165
8316;44.0619285247261;3.982510679903785
8317;44.0603776375577;4.082232649057603
8318;44.05873553341435;4.181949404469425
8319;44.0570020275783;4.281660355350603
8320;44.05517710037625;4.381364842272357
8321;44.053261298536476;4.48106257967528
8322;44.05125521293707;4.580753449535092
8323;44.0491585160974;4.680437218654458
8324;44.04697013579185;4.780113343210792
8325;44.04468934219925;4.879781040961753
8326;44.04231658992413;4.979440140651048
8327;44.0398528049506;5.07909150550521
8328;44.03729846669582;5.178735107518783
8329;44.0346537370058;5.278369399264795
8330;44.03191817363625;5.377993119996645
8331;44.0290914517294;5.477606065079092
8403;43.9963961932355;3.4823742670968825
8404;43.995302908461824;3.5819931023642924
8405;43.99411890409313;3.6816084555534174
8406;43.99284386902315;3.7812194933966277
8407;43.991477394590426;3.880825339937875
8408;43.9900195154231;3.9804257789849773
8409;43.98847057570465;4.080021139335238
8410;43.986830749825;4.179611507619945
8411;43.985099814188;4.279196259418955
8412;43.98327761596275;4.37877462387867
8413;43.98136452624315;4.478346234523295
8414;43.97936100989445;4.577910900573867
8415;43.97726688690793;4.677468507681395
8416;43.975081294301276;4.777018743212517
8417;43.972803417142224;4.876560635614492
8418;43.97043372234378;4.97609363551807
8419;43.96797325529393;5.07561891508144
8420;43.965422294864325;5.175136636723765
8421;43.96278093394987;5.2746449302459
8422;43.9600490162616;5.374142554701122
8423;43.957226156836825;5.473629527581985
8493;43.92548254211788;3.38142840555975
8494;43.92448162919045;3.48092446656159
8495;43.92339014541185;3.58041740578118
8496;43.92220804082768;3.6799070617642875
8497;43.92093484176163;3.779392375546095
8498;43.91957012317928;3.8788722220668923
8499;43.9181140323493;3.97834644932742
8500;43.916567087566825;4.077815596679855
8501;43.9149295506302;4.177279838248262
8502;43.913201173355326;4.276738559445673
