cell,year,cwb,latitude,longitude
8694,2025,-301.0,43.7444624298713,5.362648116354448
8695,2025,-281.1,43.74165011009885,5.461760369004227
8696,2025,-267.2,43.7387471946903,5.56086239278238
8697,2025,-324.6,43.7357535717449,5.659954120419095
8699,2025,-451.40000000000003,43.7294942834543,5.85810607500277
8702,2025,-435.5,43.719426704860574,6.155249405784383
8703,2025,-254.79999999999998,43.71588978761093,6.254273245293945
8704,2025,-252.9,43.71226240651245,6.353284592797145
8705,2025,-286.40000000000003,43.70854462638962,6.452283131600493
8706,2025,-299.0,43.70473652448568,6.55126858600454
8707,2025,-245.70000000000002,43.700838168805525,6.6502406912582925
8708,2025,-364.9,43.69684956302885,6.749199172869967
8761,2025,-47.79999999999998,43.71220460817098,3.08009820046894
8762,2025,-336.0,43.711479849274674,3.17922799442805
8763,2025,-370.5,43.71066429807703,3.2783550700854125
8764,2025,-404.0,43.7097577996816,3.3774783830835275
8765,2025,-364.2,43.7087606494731,3.476597947420725
8766,2025,-399.7,43.70767355686797,3.575714817870728
8767,2025,-288.20000000000005,43.7064963988563,3.6748286447577776
8768,2025,-240.6,43.705228435220974,3.7739379219951625
8769,2025,-193.20000000000002,43.7038694242545,3.873041913989783
8770,2025,-205.4,43.7024195042382,3.972140524868823
8771,2025,-172.1,43.70087890943572,4.07123373983335
8772,2025,-289.3,43.699247912965575,4.170321343002215
8773,2025,-282.3,43.69752648944885,4.269403155497917
8774,2025,-274.7,43.69571428463272,4.368479198093668
8775,2025,-343.5,43.693811172815,4.467549262352295
8776,2025,-300.7,43.6918172618545,4.566612758817578
8777,2025,-332.2,43.68973281073545,4.665669046723573
8778,2025,-296.2,43.68755804915003,4.7647177495548325
8779,2025,-318.2,43.6852927944688,4.863758575997762
8780,2025,-311.7,43.68293671593605,4.962791272292818
8781,2025,-316.0,43.68048985953105,5.06181569188072
8782,2025,-275.2,43.6779526939706,5.160831556538225
8783,2025,-335.4,43.67532519726195,5.259838514210992
8784,2025,-315.0,43.672607044399,5.358836160856267
8785,2025,-298.1,43.66979831175252,5.457824071015202
8786,2025,-303.2,43.66689908144735,5.5568017718187175
8787,2025,-353.4,43.66390935320408,5.6557689733081
8788,2025,-378.5,43.66082913674045,5.75472568764148
8789,2025,-429.5,43.657658499717925,5.853671805829465
8790,2025,-427.1,43.654397590756325,5.95260693102318
8791,2025,-457.1,43.65104631252193,6.051530524491922
8792,2025,-439.0,43.64760443849983,6.150442118192895
8793,2025,-367.2,43.644072085336674,6.249341508599447
8794,2025,-346.3,43.6404494501658,6.34822849891694
8795,2025,-344.3,43.63673659453303,6.447102751498427
8796,2025,-358.4,43.63293355232423,6.545963948609925
8797,2025,-397.5,43.62904034224332,6.644811830250955
8798,2025,-198.3,43.62505693224797,6.743646155911873
8845,2025,112.1,43.6422897251246,2.68312564896588
8847,2025,139.6,43.64147646195003,2.8811474778505626
8848,2025,54.39999999999996,43.64093387589263,2.98015585452064
8849,2025,-201.9,43.64030069075292,3.0791624838078
8850,2025,-425.1,43.63957701033945,3.178167364792915
8851,2025,-428.09999999999997,43.6387628332058,3.27717010599825
8852,2025,-430.1,43.637857817413526,3.3761693435015725
8853,2025,-292.9,43.6368619481179,3.4751643417985125
8854,2025,-374.8,43.63577594560593,3.574156067861737
8855,2025,-252.29999999999998,43.63459999995275,3.673144612031973
8856,2025,-177.1,43.63333357525502,3.772128756265493
