fid;alt;ru;cwb_2020;cwb_2021;cwb_2022;cwb_2023;cwb_2024;cwb_2025
13194;739.09003;1;-377.74889;-137.91234;-571.97234;-401.2884;54.99967;143.3
13195;774.25;1;-557.76742;-421.17251;-744.99403;-564.09808;-151.61386;243.39999
13196;436.64001;1;-557.76742;-421.17251;-747.39315;-567.71734;-153.63706;243.39999
13197;762.41998;1;-557.76742;-421.17251;-747.39315;-567.71734;-153.63706;243.39999
13198;754.45001;1;-557.76742;-421.17251;-747.39315;-567.71734;-153.63706;243.39999
13199;711.66998;1;-558.66295;-426.27589;-747.39315;-567.71734;-153.63706;243.39999
13200;541.31;1;-558.66295;-426.27589;-747.39315;-567.71734;-153.63706;243.39999
13201;477.69;1;-558.66295;-426.27589;-740.68407;-575.08708;-143.73462;243.39999
13202;474.23999;1;-558.66295;-426.27589;-740.68407;-575.08708;-143.73462;243.39999
13203;665.59998;1;-558.66295;-426.27589;-740.68407;-575.08708;-143.73462;231.3
13204;582.83002;1;-485.31005;-353.86684;-740.68407;-575.08708;-143.73462;231.3
13205;614.15997;1;-485.31005;-353.86684;-740.68407;-575.08708;-143.73462;231.3
13206;885.59998;1;-485.31005;-353.86684;-730.69869;-578.80167;-123.52659;231.3
13207;1265.84998;1;-485.31005;-353.86684;-730.69869;-578.80167;-123.52659;231.3
13208;1740.51001;1;-485.31005;-353.86684;-730.69869;-578.80167;-123.52659;231.3
13209;1524.17004;1;-552.03261;-433.26762;-730.69869;-578.80167;-123.52659;231.3
13210;1357;1;-552.03261;-433.26762;-730.69869;-578.80167;-123.52659;231.3
13211;1235.83997;1;-552.03261;-433.26762;-751.85256;-611.00616;-159.3671;62.4
13212;1129.96997;1;-552.03261;-433.26762;-751.85256;-611.00616;-159.3671;62.4
13213;1035.75;1;-552.03261;-433.26762;-751.85256;-611.00616;-159.3671;62.4
13214;959.97998;1;-538.64001;-418.47475;-751.85256;-611.00616;-159.3671;62.4
13215;900.14001;1;-538.64001;-418.47475;-751.85256;-611.00616;-159.3671;62.4
13216;854.34003;1;-538.64001;-418.47475;-771.87585;-633.15262;-191.54948;62.4
13217;835.75;1;-538.64001;-418.47475;-771.87585;-633.15262;-191.54948;62.4
13218;791.16998;1;-538.64001;-418.47475;-771.87585;-633.15262;-191.54948;62.4
13219;779.69;1;-601.3964;-493.92028;-771.87585;-633.15262;-191.54948;-129.7
13220;635.60999;1;-601.3964;-493.92028;-771.87585;-633.15262;-191.54948;-129.7
13221;515.90002;1;-601.3964;-493.92028;-795.05112;-655.61025;-223.80979;-129.7
13222;569.39001;1;-601.3964;-493.92028;-795.05112;-655.61025;-223.80979;-129.7
13223;559.04999;1;-601.3964;-493.92028;-795.05112;-655.61025;-223.80979;-129.7
13224;648.91998;1;-611.28637;-513.55708;-795.05112;-655.61025;-223.80979;-129.7
13225;640.78003;1;-611.28637;-513.55708;-795.05112;-655.61025;-223.80979;-129.7
13226;754.67999;1;-611.28637;-513.55708;-832.34982;-658.01387;-266.39653;-129.7
13227;788.06;1;-611.28637;-513.55708;-832.34982;-658.01387;-266.39653;-324.70001
13228;618.53998;1;-611.28637;-513.55708;-832.34982;-658.01387;-266.39653;-324.70001
13229;657.67999;1;-639.78027;-567.50085;-832.34982;-658.01387;-266.39653;-324.70001
13230;578.85999;1;-639.78027;-567.50085;-832.34982;-658.01387;-266.39653;-324.70001
13231;507.51001;1;-639.78027;-567.50085;-856.68924;-665.24573;-297.83177;-324.70001
13232;375.97;1;-639.78027;-567.50085;-856.68924;-665.24573;-297.83177;-324.70001
13233;264.54001;1;-639.78027;-567.50085;-856.68924;-665.24573;-297.83177;-324.70001
13234;267.48001;1;-637.15278;-563.15742;-856.68924;-665.24573;-297.83177;-324.70001
13235;209.14999;1;-637.15278;-563.15742;-856.68924;-665.24573;-297.83177;-283.60001
13236;212.82001;1;-637.15278;-563.15742;-871.94093;-684.06137;-337.95247;-283.60001
13237;276.60999;1;-637.15278;-563.15742;-871.94093;-684.06137;-337.95247;-283.60001
13238;257.28;1;-653.56342;-589.3783;-871.94093;-684.06137;-337.95247;-283.60001
13239;253.96001;1;-653.56342;-589.3783;-871.94093;-684.06137;-337.95247;-283.60001
13240;220.95;1;-653.56342;-589.3783;-871.94093;-684.06137;-337.95247;-283.60001
13241;177;1;-653.56342;-589.3783;-875.47671;-694.81778;-349.01882;-283.60001
13242;162.25;1;-653.56342;-589.3783;-875.47671;-694.81778;-349.01882;-283.60001
13243;163.77;1;-641.02599;-576.19411;-875.47671;-694.81778;-349.01882;-340.29999
13244;176.81;1;-641.02599;-576.19411;-875.47671;-694.81778;-349.01882;-340.29999
13245;197.88;1;-641.02599;-576.19411;-875.47671;-694.81778;-349.01882;-340.29999
13246;239.28999;1;-641.02599;-576.19411;-883.45515;-701.98019;-360.77753;-340.29999
13247;497.87;1;-606.95304;-524.13236;-856.68924;-665.24573;-297.83177;-290.89999
13248;361.39999;1;-606.95304;-524.13236;-856.68924;-665.24573;-297.83177;-290.89999
13249;269.76999;1;-622.40725;-545.78645;-856.68924;-665.24573;-297.83177;-290.89999
13250;239.89;1;-622.40725;-545.78645;-856.68924;-665.24573;-297.83177;-282.29999
13251;243.83;1;-622.40725;-545.78645;-871.94093;-684.06137;-337.95247;-282.29999
13252;247;1;-622.40725;-545.78645;-871.94093;-684.06137;-337.95247;-282.29999
13253;280.19;1;-632.63302;-561.50852;-871.94093;-684.06137;-337.95247;-282.29999
13254;253.74001;1;-632.63302;-561.50852;-871.94093;-684.06137;-337.95247;-282.29999
13255;238.8;1;-632.63302;-561.50852;-871.94093;-684.06137;-337.95247;-282.29999
13256;187.7;1;-632.63302;-561.50852;-875.47671;-694.81778;-349.01882;-282.29999
13257;172.89999;1;-632.63302;-561.50852;-875.47671;-694.81778;-349.01882;-282.29999
13258;188.62;1;-637.43652;-564.57725;-875.47671;-694.81778;-349.01882;-385.39999
13259;214.05;1;-637.43652;-564.57725;-875.47671;-694.81778;-349.01882;-385.39999
13260;264.79999;1;-637.43652;-564.57725;-875.47671;-694.81778;-349.01882;-385.39999
13261;343.97;1;-637.43652;-564.57725;-883.45515;-701.98019;-360.77753;-385.39999
13262;417.54999;1;-637.43652;-564.57725;-883.45515;-701.98019;-360.77753;-385.39999
13263;356.67999;1;-641.02599;-576.19411;-883.45515;-701.98019;-360.77753;-340.29999
13264;617.54999;1;-639.78027;-567.50085;-832.34982;-658.01387;-266.39653;-324.70001
13265;474.35999;1;-639.78027;-567.50085;-856.68924;-665.24573;-297.83177;-324.70001
13266;384.23999;1;-639.78027;-567.50085;-856.68924;-665.24573;-297.83177;-324.70001
13267;390.60999;1;-639.78027;-567.50085;-856.68924;-665.24573;-297.83177;-324.70001
13268;269.64999;1;-637.15278;-563.15742;-856.68924;-665.24573;-297.83177;-324.70001
13269;215.03999;1;-637.15278;-563.15742;-856.68924;-665.24573;-297.83177;-283.60001
13270;226.12;1;-637.15278;-563.15742;-871.94093;-684.06137;-337.95247;-283.60001
13271;255.22;1;-637.15278;-563.15742;-871.94093;-684.06137;-337.95247;-283.60001
13272;318.28;1;-653.56342;-589.3783;-871.94093;-684.06137;-337.95247;-283.60001
13273;271.23999;1;-653.56342;-589.3783;-871.94093;-684.06137;-337.95247;-283.60001
13274;211.95;1;-653.56342;-589.3783;-871.94093;-684.06137;-337.95247;-283.60001
13275;178.50999;1;-653.56342;-589.3783;-875.47671;-694.81778;-349.01882;-283.60001
13276;162.78999;1;-653.56342;-589.3783;-875.47671;-694.81778;-349.01882;-283.60001
13277;174.00999;1;-641.02599;-576.19411;-875.47671;-694.81778;-349.01882;-340.29999
13278;186.36;1;-641.02599;-576.19411;-875.47671;-694.81778;-349.01882;-340.29999
13279;220.39;1;-641.02599;-576.19411;-875.47671;-694.81778;-349.01882;-340.29999
13280;284.47;1;-641.02599;-576.19411;-883.45515;-701.98019;-360.77753;-340.29999
13281;1033.71997;1;-548.68333;-434.18323;-751.85256;-611.00616;-159.3671;172
13282;967.58002;1;-548.68333;-434.18323;-771.87585;-633.15262;-191.54948;172
13283;903.89001;1;-548.68333;-434.18323;-771.87585;-633.15262;-191.54948;172
13284;797.45001;1;-548.68333;-434.18323;-771.87585;-633.15262;-191.54948;172
13285;680.85999;1;-567.61278;-459.72349;-771.87585;-633.15262;-191.54948;103
13286;520.09003;1;-567.61278;-459.72349;-771.87585;-633.15262;-191.54948;103
13287;856.28003;1;-567.61278;-459.72349;-795.05112;-655.61025;-223.80979;103
13288;798.03998;1;-567.61278;-459.72349;-795.05112;-655.61025;-223.80979;103
13289;755.20001;1;-567.61278;-459.72349;-795.05112;-655.61025;-223.80979;103
13290;810.40997;1;-585.22998;-486.86818;-795.05112;-655.61025;-223.80979;103
13291;777.02002;1;-585.22998;-486.86818;-795.05112;-655.61025;-223.80979;103
13292;768.58002;1;-585.22998;-486.86818;-832.34982;-658.01387;-266.39653;103
13293;759.35999;1;-585.22998;-486.86818;-832.34982;-658.01387;-266.39653;-290.89999
13294;687.01001;1;-585.22998;-486.86818;-832.34982;-658.01387;-266.39653;-290.89999
13295;748.53003;1;-606.95304;-524.13236;-832.34982;-658.01387;-266.39653;-290.89999
13296;573.97998;1;-606.95304;-524.13236;-832.34982;-658.01387;-266.39653;-290.89999
13297;473.98001;1;-606.95304;-524.13236;-856.68924;-665.24573;-297.83177;-290.89999
13298;1043.13;1;-552.03261;-433.26762;-751.85256;-611.00616;-159.3671;62.4
13299;1009.96997;1;-538.64001;-418.47475;-751.85256;-611.00616;-159.3671;62.4
13300;986.40997;1;-538.64001;-418.47475;-751.85256;-611.00616;-159.3671;62.4
13301;923.15997;1;-538.64001;-418.47475;-771.87585;-633.15262;-191.54948;62.4
13302;838.27002;1;-538.64001;-418.47475;-771.87585;-633.15262;-191.54948;62.4
13303;809.33002;1;-538.64001;-418.47475;-771.87585;-633.15262;-191.54948;62.4
13304;569.47998;1;-601.3964;-493.92028;-771.87585;-633.15262;-191.54948;-129.7
13305;613.26001;1;-601.3964;-493.92028;-771.87585;-633.15262;-191.54948;-129.7
13306;732.45001;1;-601.3964;-493.92028;-795.05112;-655.61025;-223.80979;-129.7
13307;744.84003;1;-601.3964;-493.92028;-795.05112;-655.61025;-223.80979;-129.7
13308;721.92999;1;-601.3964;-493.92028;-795.05112;-655.61025;-223.80979;-129.7
13309;784.13;1;-611.28637;-513.55708;-795.05112;-655.61025;-223.80979;-129.7
13310;769.34998;1;-611.28637;-513.55708;-795.05112;-655.61025;-223.80979;-129.7
13311;697.32001;1;-611.28637;-513.55708;-832.34982;-658.01387;-266.39653;-129.7
13312;681.92999;1;-611.28637;-513.55708;-832.34982;-658.01387;-266.39653;-324.70001
13313;761.39001;1;-611.28637;-513.55708;-832.34982;-658.01387;-266.39653;-324.70001
13314;626.95001;1;-639.78027;-567.50085;-832.34982;-658.01387;-266.39653;-324.70001
13315;977.62;1;-523.11424;-387.70964;-747.39315;-567.71734;-153.63706;103.3
13316;1160.70996;1;-523.65302;-393.43487;-747.39315;-567.71734;-153.63706;103.3
13317;876.87;1;-523.65302;-393.43487;-747.39315;-567.71734;-153.63706;103.3
13318;653.40002;1;-523.65302;-393.43487;-740.68407;-575.08708;-143.73462;103.3
13319;810.21997;1;-523.65302;-393.43487;-740.68407;-575.08708;-143.73462;103.3
13320;584.28003;1;-523.65302;-393.43487;-740.68407;-575.08708;-143.73462;-142.39999
13321;588.65997;1;-524.32584;-398.02368;-740.68407;-575.08708;-143.73462;-142.39999
13322;447.66;1;-524.32584;-398.02368;-740.68407;-575.08708;-143.73462;-142.39999
13323;585.23999;1;-524.32584;-398.02368;-730.69869;-578.80167;-123.52659;-142.39999
13324;688.12;1;-524.32584;-398.02368;-730.69869;-578.80167;-123.52659;-142.39999
13325;1286.93005;1;-524.32584;-398.02368;-730.69869;-578.80167;-123.52659;-142.39999
13326;1560.84998;1;-539.99296;-420.24816;-730.69869;-578.80167;-123.52659;-142.39999
13327;1420.18005;1;-539.99296;-420.24816;-730.69869;-578.80167;-123.52659;-142.39999
13328;1285.88;1;-539.99296;-420.24816;-751.85256;-611.00616;-159.3671;172
13329;1163.62;1;-539.99296;-420.24816;-751.85256;-611.00616;-159.3671;172
13330;1121.08997;1;-539.99296;-420.24816;-751.85256;-611.00616;-159.3671;172
13331;1074.26001;1;-548.68333;-434.18323;-751.85256;-611.00616;-159.3671;172
13332;545.67999;1;-557.76742;-421.17251;-747.39315;-567.71734;-153.63706;243.39999
13333;673.92999;1;-557.76742;-421.17251;-747.39315;-567.71734;-153.63706;243.39999
13334;1051.87;1;-557.76742;-421.17251;-747.39315;-567.71734;-153.63706;243.39999
13335;925.29999;1;-558.66295;-426.27589;-747.39315;-567.71734;-153.63706;243.39999
13336;695.07001;1;-558.66295;-426.27589;-747.39315;-567.71734;-153.63706;243.39999
13337;547.69;1;-558.66295;-426.27589;-740.68407;-575.08708;-143.73462;243.39999
13338;467.31;1;-558.66295;-426.27589;-740.68407;-575.08708;-143.73462;243.39999
13339;598.27002;1;-558.66295;-426.27589;-740.68407;-575.08708;-143.73462;231.3
13340;674.21002;1;-485.31005;-353.86684;-740.68407;-575.08708;-143.73462;231.3
13341;546.92999;1;-485.31005;-353.86684;-740.68407;-575.08708;-143.73462;231.3
13342;625.10999;1;-485.31005;-353.86684;-730.69869;-578.80167;-123.52659;231.3
13343;895.69;1;-485.31005;-353.86684;-730.69869;-578.80167;-123.52659;231.3
13344;1393.21997;1;-485.31005;-353.86684;-730.69869;-578.80167;-123.52659;231.3
13345;1561.18994;1;-552.03261;-433.26762;-730.69869;-578.80167;-123.52659;231.3
13346;1429.76001;1;-552.03261;-433.26762;-730.69869;-578.80167;-123.52659;231.3
13347;1289.92004;1;-552.03261;-433.26762;-751.85256;-611.00616;-159.3671;62.4
13348;1143.55005;1;-552.03261;-433.26762;-751.85256;-611.00616;-159.3671;62.4
13349;689.78998;1;-482.44703;-316.52419;-709.92828;-525.01234;-105.22218;175.7
13350;976.33002;1;-482.44703;-316.52419;-709.92828;-525.01234;-105.22218;175.7
13351;1021.42999;1;-482.44703;-316.52419;-709.92828;-525.01234;-105.22218;175.7
13352;1195.44995;1;-509.04607;-357.62317;-709.92828;-525.01234;-105.22218;175.7
13353;1126.75;1;-509.04607;-357.62317;-709.92828;-525.01234;-105.22218;175.7
13354;855.73999;1;-509.04607;-357.62317;-732.07673;-550.48762;-135.07282;175.7
13355;695.59998;1;-509.04607;-357.62317;-732.07673;-550.48762;-135.07282;157.8
13356;543.47998;1;-509.04607;-357.62317;-732.07673;-550.48762;-135.07282;157.8
13357;488.92001;1;-522.80356;-381.31488;-732.07673;-550.48762;-135.07282;157.8
13358;466.88;1;-522.80356;-381.31488;-732.07673;-550.48762;-135.07282;157.8
13359;564.54999;1;-522.80356;-381.31488;-744.99403;-564.09808;-151.61386;157.8
13360;800.76001;1;-522.80356;-381.31488;-744.99403;-564.09808;-151.61386;157.8
13361;607.21997;1;-522.80356;-381.31488;-744.99403;-564.09808;-151.61386;157.8
13362;662.33002;1;-523.11424;-387.70964;-744.99403;-564.09808;-151.61386;157.8
13363;996.64001;1;-523.11424;-387.70964;-744.99403;-564.09808;-151.61386;103.3
13364;688.19;1;-523.11424;-387.70964;-747.39315;-567.71734;-153.63706;103.3
13365;657.87;1;-523.11424;-387.70964;-747.39315;-567.71734;-153.63706;103.3
13366;520.59998;1;-366.20525;-135.46582;-637.16192;-461.76509;-21.88285;211.7
13367;595.46002;1;-520.21079;-369.48652;-637.16192;-461.76509;-21.88285;211.7
13368;832.15002;1;-520.21079;-369.48652;-709.92828;-525.01234;-105.22218;211.7
13369;968.85999;1;-520.21079;-369.48652;-709.92828;-525.01234;-105.22218;211.7
13370;976.94;1;-520.21079;-369.48652;-709.92828;-525.01234;-105.22218;211.7
13371;1035.62;1;-530.48772;-380.08013;-709.92828;-525.01234;-105.22218;211.7
13372;961.15002;1;-530.48772;-380.08013;-709.92828;-525.01234;-105.22218;211.7
13373;711.95001;1;-530.48772;-380.08013;-732.07673;-550.48762;-135.07282;211.7
13374;630.47998;1;-530.48772;-380.08013;-732.07673;-550.48762;-135.07282;211.5
13375;507.75;1;-530.48772;-380.08013;-732.07673;-550.48762;-135.07282;211.5
13376;460.57001;1;-580.89333;-440.16327;-732.07673;-550.48762;-135.07282;211.5
13377;461.23001;1;-580.89333;-440.16327;-732.07673;-550.48762;-135.07282;211.5
13378;565.52002;1;-580.89333;-440.16327;-744.99403;-564.09808;-151.61386;211.5
13379;813.96002;1;-580.89333;-440.16327;-744.99403;-564.09808;-151.61386;211.5
13380;582.14001;1;-580.89333;-440.16327;-744.99403;-564.09808;-151.61386;211.5
13381;855.92999;1;-557.76742;-421.17251;-744.99403;-564.09808;-151.61386;211.5
13382;877.90002;1;-557.76742;-421.17251;-744.99403;-564.09808;-151.61386;243.39999
13383;787.21002;1;-358.42915;-115.54024;-561.03555;-387.59681;70.18131;17.4
13384;1015.94;1;-357.89653;-118.36658;-561.03555;-387.59681;70.18131;17.4
13385;847.27002;1;-357.89653;-118.36658;-558.38064;-386.1979;72.32364;17.4
13386;928.78003;1;-357.89653;-118.36658;-558.38064;-386.1979;72.32364;17.4
13387;1098;1;-357.89653;-118.36658;-558.38064;-386.1979;72.32364;17.4
13388;890.52002;1;-357.89653;-118.36658;-558.38064;-386.1979;72.32364;17.4
13389;815.34003;1;-386.97861;-163.32495;-558.38064;-386.1979;72.32364;17.4
13390;1082.14001;1;-386.97861;-163.32495;-581.06481;-408.66025;44.9674;140.89999
13391;1014.29999;1;-386.97861;-163.32495;-581.06481;-408.66025;44.9674;140.89999
13392;703.27002;1;-386.97861;-163.32495;-581.06481;-408.66025;44.9674;140.89999
13393;744.14001;1;-386.97861;-163.32495;-581.06481;-408.66025;44.9674;140.89999
13394;951.03998;1;-413.40705;-206.05081;-581.06481;-408.66025;44.9674;140.89999
13395;1056.52002;1;-413.40705;-206.05081;-637.16192;-461.76509;-21.88285;140.89999
13396;1166.77002;1;-413.40705;-206.05081;-637.16192;-461.76509;-21.88285;140.89999
13397;895.53998;1;-413.40705;-206.05081;-637.16192;-461.76509;-21.88285;140.89999
13398;632.53998;1;-413.40705;-206.05081;-637.16192;-461.76509;-21.88285;175.7
13399;472.59;1;-482.44703;-316.52419;-637.16192;-461.76509;-21.88285;175.7
13400;652.5;1;-366.20525;-135.46582;-637.16192;-461.76509;-21.88285;46.5
13401;849.58002;1;-366.20525;-135.46582;-637.16192;-461.76509;-21.88285;46.5
13402;903.56;1;-366.20525;-135.46582;-637.16192;-461.76509;-21.88285;46.5
13403;1076.15002;1;-366.20525;-135.46582;-581.06481;-408.66025;44.9674;46.5
13404;1018.02002;1;-381.59339;-153.92999;-581.06481;-408.66025;44.9674;46.5
13405;923.48999;1;-381.59339;-153.92999;-581.06481;-408.66025;44.9674;46.5
13406;727.73999;1;-381.59339;-153.92999;-581.06481;-408.66025;44.9674;46.5
13407;971.91998;1;-381.59339;-153.92999;-581.06481;-408.66025;44.9674;46.5
13408;1024.64001;1;-381.59339;-153.92999;-558.38064;-386.1979;72.32364;113.2
13409;1002.53998;1;-303.53249;-42.15139;-558.38064;-386.1979;72.32364;113.2
13410;1003;1;-303.53249;-42.15139;-558.38064;-386.1979;72.32364;113.2
13411;880.40002;1;-303.53249;-42.15139;-558.38064;-386.1979;72.32364;113.2
13412;844.03998;1;-303.53249;-42.15139;-558.38064;-386.1979;72.32364;113.2
13413;800.53998;1;-303.53249;-42.15139;-561.03555;-387.59681;70.18131;113.2
13414;735.42999;1;-362.08115;-119.02134;-561.03555;-387.59681;70.18131;113.2
13415;1108.27002;1;-362.08115;-119.02134;-561.03555;-387.59681;70.18131;113.2
13416;1255.64001;1;-362.08115;-119.02134;-561.03555;-387.59681;70.18131;143.3
13417;1061.58997;1;-334.00144;-56.89296;-548.49496;-359.41297;87.46514;172.7
13418;1121.75;1;-334.00144;-56.89296;-548.49496;-359.41297;87.46514;172.7
13419;1094.41003;1;-334.00144;-56.89296;-548.49496;-359.41297;87.46514;172.7
13420;1140.73999;1;-353.99346;-98.37511;-548.49496;-359.41297;87.46514;172.7
13421;920.12;1;-353.99346;-98.37511;-553.88096;-377.4785;73.54659;172.7
13422;812.98999;1;-353.99346;-98.37511;-553.88096;-377.4785;73.54659;172.7
13423;957.91998;1;-353.99346;-98.37511;-553.88096;-377.4785;73.54659;172.7
13424;844.84003;1;-353.99346;-98.37511;-553.88096;-377.4785;73.54659;172.7
13425;1016.53998;1;-352.05264;-102.3805;-553.88096;-377.4785;73.54659;81.7
13426;696.76001;1;-352.05264;-102.3805;-544.04701;-371.70135;86.13278;81.7
13427;652.92999;1;-352.05264;-102.3805;-544.04701;-371.70135;86.13278;81.7
13428;807.67999;1;-352.05264;-102.3805;-544.04701;-371.70135;86.13278;81.7
13429;1215.63;1;-352.05264;-102.3805;-544.04701;-371.70135;86.13278;81.7
13430;1362.75;1;-358.42915;-115.54024;-544.04701;-371.70135;86.13278;81.7
13431;1312.05005;1;-358.42915;-115.54024;-561.03555;-387.59681;70.18131;81.7
13432;1276.13;1;-358.42915;-115.54024;-561.03555;-387.59681;70.18131;81.7
13433;985.53998;1;-358.42915;-115.54024;-561.03555;-387.59681;70.18131;17.4
13434;952.46997;1;-377.74889;-137.91234;-579.96166;-411.22125;45.13293;143.3
13435;1024.57996;1;-377.74889;-137.91234;-486.96664;-312.64908;163.27392;143.3
13436;991.79999;1;-363.88474;-114.48205;-486.96664;-312.64908;163.27392;143.3
13437;710.71002;1;-363.88474;-114.48205;-486.96664;-312.64908;163.27392;143.3
13438;843.89001;1;-363.88474;-114.48205;-486.96664;-312.64908;163.27392;143.3
13439;994.27002;1;-363.88474;-114.48205;-486.96664;-312.64908;163.27392;143.3
13440;974.88;1;-363.88474;-114.48205;-579.39698;-416.81514;26.43092;143.3
13441;886.09003;1;-381.24343;-132.28833;-579.39698;-416.81514;26.43092;155.89999
13442;970.83002;1;-381.24343;-132.28833;-579.39698;-416.81514;26.43092;155.89999
13443;512.67999;1;-381.24343;-132.28833;-579.39698;-416.81514;26.43092;155.89999
13444;373.23001;1;-381.24343;-132.28833;-579.39698;-416.81514;26.43092;155.89999
13445;504.75;1;-381.24343;-132.28833;-579.90608;-411.49926;28.22644;155.89999
13446;395.48999;1;-376.9314;-115.46485;-579.90608;-411.49926;28.22644;155.89999
13447;380.09;1;-376.9314;-115.46485;-579.90608;-411.49926;28.22644;155.89999
13448;651.03998;1;-376.9314;-115.46485;-579.90608;-411.49926;28.22644;155.89999
13449;735.45001;1;-376.9314;-115.46485;-579.90608;-411.49926;28.22644;244.2
13450;710.28998;1;-376.9314;-115.46485;-540.36228;-401.03443;35.06138;244.2
13451;505.48001;1;-355.86768;-86.74238;-540.36228;-401.03443;35.06138;244.2
13452;420.32001;1;-355.86768;-86.74238;-540.36228;-401.03443;35.06138;244.2
13453;531.09003;1;-355.86768;-86.74238;-540.36228;-401.03443;35.06138;244.2
13454;525.84998;1;-355.86768;-86.74238;-540.36228;-401.03443;35.06138;244.2
13455;605.07001;1;-355.86768;-86.74238;-542.86722;-327.03662;114.06161;244.2
13456;627.78998;1;-311.02968;0.51168;-542.86722;-327.03662;114.06161;244.2
13457;569.10999;1;-311.02968;0.51168;-542.86722;-327.03662;114.06161;122.9
13458;684.79999;1;-311.02968;0.51168;-542.86722;-327.03662;114.06161;122.9
13459;636.78998;1;-311.02968;0.51168;-542.86722;-327.03662;114.06161;122.9
13460;643.60999;1;-311.02968;0.51168;-489.56588;-242.57414;199.70021;122.9
13461;773.31;1;-286.01989;41.05448;-489.56588;-242.57414;199.70021;122.9
13462;774.59003;1;-286.01989;41.05448;-489.56588;-242.57414;199.70021;122.9
13463;1316.41003;1;-286.01989;41.05448;-489.56588;-242.57414;199.70021;122.9
13464;1467.81006;1;-286.01989;41.05448;-489.56588;-242.57414;199.70021;122.9
13465;1362.56006;1;-286.01989;41.05448;-425.99819;-159.23307;299.27931;-86.5
13466;1218.13;1;-219.28322;128.54401;-425.99819;-159.23307;299.27931;-86.5
13467;1158.55005;1;-219.28322;128.54401;-425.99819;-159.23307;299.27931;-86.5
13468;1169.10999;1;-219.28322;128.54401;-425.99819;-159.23307;299.27931;-86.5
13469;872.08002;1;-362.08115;-119.02134;-561.03555;-387.59681;70.18131;143.3
13470;894.85999;1;-362.08115;-119.02134;-544.04701;-371.70135;86.13278;143.3
13471;986.31;1;-344.08684;-91.56932;-544.04701;-371.70135;86.13278;143.3
13472;700.81;1;-344.08684;-91.56932;-544.04701;-371.70135;86.13278;143.3
13473;529.37;1;-344.08684;-91.56932;-544.04701;-371.70135;86.13278;143.3
13474;691.69;1;-344.08684;-91.56932;-544.04701;-371.70135;86.13278;143.3
13475;1122.18994;1;-344.08684;-91.56932;-553.88096;-377.4785;73.54659;143.3
13476;1199.82996;1;-343.64564;-84.69841;-553.88096;-377.4785;73.54659;155.89999
13477;1182.44995;1;-343.64564;-84.69841;-553.88096;-377.4785;73.54659;155.89999
13478;1164.89001;1;-343.64564;-84.69841;-553.88096;-377.4785;73.54659;155.89999
13479;1138.09998;1;-343.64564;-84.69841;-553.88096;-377.4785;73.54659;155.89999
13480;1030.90002;1;-343.64564;-84.69841;-548.49496;-359.41297;87.46514;155.89999
13481;881.03003;1;-348.21361;-73.28499;-548.49496;-359.41297;87.46514;155.89999
13482;1115;1;-348.21361;-73.28499;-548.49496;-359.41297;87.46514;155.89999
13483;797.22998;1;-348.21361;-73.28499;-548.49496;-359.41297;87.46514;155.89999
13484;1040.29004;1;-348.21361;-73.28499;-548.49496;-359.41297;87.46514;244.2
13485;866.96997;1;-348.21361;-73.28499;-527.31984;-305.72191;131.96592;244.2
13486;729.65997;1;-285.15332;51.34321;-527.31984;-305.72191;131.96592;244.2
13487;432.38;1;-285.15332;51.34321;-527.31984;-305.72191;131.96592;244.2
13488;424.72;1;-285.15332;51.34321;-527.31984;-305.72191;131.96592;244.2
13489;375.89999;1;-285.15332;51.34321;-527.31984;-305.72191;131.96592;244.2
13490;575.42999;1;-285.15332;51.34321;-507.69243;-275.17739;172.80234;244.2
13491;824.71002;1;-267.69453;58.37949;-507.69243;-275.17739;172.80234;244.2
13492;601.82001;1;-267.69453;58.37949;-507.69243;-275.17739;172.80234;122.9
13493;705.73999;1;-267.69453;58.37949;-507.69243;-275.17739;172.80234;122.9
13494;756.46997;1;-267.69453;58.37949;-507.69243;-275.17739;172.80234;122.9
13495;487.09;1;-398.18717;-162.27726;-603.84658;-436.61874;14.4554;84.1
13496;668.83002;1;-386.88997;-140.99768;-603.84658;-436.61874;14.4554;84.1
13497;905.29999;1;-386.88997;-140.99768;-603.84658;-436.61874;14.4554;84.1
13498;798.03003;1;-386.88997;-140.99768;-603.84658;-436.61874;14.4554;84.1
13499;1086.05005;1;-386.88997;-140.99768;-603.84658;-436.61874;14.4554;84.1
13500;588.72998;1;-386.88997;-140.99768;-615.32307;-443.67461;-0.65209;84.1
13501;963.88;1;-402.71756;-154.75964;-615.32307;-443.67461;-0.65209;270.79999
13502;712.97998;1;-402.71756;-154.75964;-615.32307;-443.67461;-0.65209;270.79999
13503;444.76999;1;-402.71756;-154.75964;-615.32307;-443.67461;-0.65209;270.79999
13504;321.07001;1;-402.71756;-154.75964;-615.32307;-443.67461;-0.65209;270.79999
13505;268.82001;1;-402.71756;-154.75964;-611.6274;-431.56832;5.65434;270.79999
13506;387.56;1;-400.27368;-139.20783;-611.6274;-431.56832;5.65434;270.79999
13507;408;1;-400.27368;-139.20783;-611.6274;-431.56832;5.65434;270.79999
13508;533.42999;1;-400.27368;-139.20783;-611.6274;-431.56832;5.65434;270.79999
13509;452.29999;1;-400.27368;-139.20783;-611.6274;-431.56832;5.65434;230.8
