fid;alt;ru;cwb_2020;cwb_2021;cwb_2022;cwb_2023;cwb_2024;cwb_2025
18749;428.32001;4;-266.86481;-435.63039;-596.72519;-468.18633;-432.18281;-464.10001
18750;428.81;4;-266.86481;-435.63039;-608.17501;-463.33501;-420.34123;-464.10001
18751;317.53;4;-266.86481;-435.63039;-608.17501;-463.33501;-420.34123;-464.10001
18752;285.56;4;-266.86481;-435.63039;-608.17501;-463.33501;-420.34123;-464.10001
18753;268.39999;4;-288.6247;-445.26425;-608.17501;-463.33501;-420.34123;-464.10001
18754;205.78;4;-288.6247;-445.26425;-608.17501;-463.33501;-420.34123;-427.5
18755;198.21001;4;-288.6247;-445.26425;-623.81127;-482.53343;-433.2122;-427.5
18756;240.91;4;-288.6247;-445.26425;-623.81127;-482.53343;-433.2122;-427.5
18757;236.97;4;-288.6247;-445.26425;-623.81127;-482.53343;-433.2122;-427.5
18758;181.84;4;-309.36366;-449.99525;-623.81127;-482.53343;-433.2122;-427.5
18759;215.24001;4;-309.36366;-449.99525;-623.81127;-482.53343;-433.2122;-427.5
18760;172.39;4;-309.36366;-449.99525;-632.75513;-490.28781;-438.19393;-427.5
18761;190.92;4;-309.36366;-449.99525;-632.75513;-490.28781;-438.19393;-427.5
18762;158.57001;4;-309.36366;-449.99525;-632.75513;-490.28781;-438.19393;-360.29999
18763;173.32001;4;-324.27206;-456.20469;-632.75513;-490.28781;-438.19393;-360.29999
18764;142.78;4;-324.27206;-456.20469;-632.75513;-490.28781;-438.19393;-360.29999
18765;149.11;4;-324.27206;-456.20469;-642.33666;-499.06306;-445.28143;-360.29999
18766;107.72;4;-324.27206;-456.20469;-642.33666;-499.06306;-445.28143;-360.29999
18767;108.36;4;-324.27206;-456.20469;-642.33666;-499.06306;-445.28143;-360.29999
18768;118.33;4;-324.9339;-448.77146;-642.33666;-499.06306;-445.28143;-360.29999
18769;114.62;4;-324.9339;-448.77146;-642.33666;-499.06306;-445.28143;-360.29999
18770;100.43;4;-324.9339;-448.77146;-631.25895;-492.6763;-430.58698;-389.60001
18771;126.92;4;-317.62478;-437.09897;-627.53776;-472.51696;-419.11451;-412.89999
18772;133.38;4;-317.62478;-437.09897;-638.5973;-469.76434;-430.23093;-376.70001
18773;153.25999;4;-317.62478;-437.09897;-638.5973;-469.76434;-430.23093;-376.70001
18774;167.75;4;-315.61868;-440.64359;-638.5973;-469.76434;-430.23093;-376.70001
18775;205.22;4;-315.61868;-440.64359;-638.5973;-469.76434;-430.23093;-376.70001
18776;236.39;4;-315.61868;-440.64359;-638.5973;-469.76434;-430.23093;-376.70001
18777;353.53;4;-315.61868;-440.64359;-623.62242;-459.55044;-416.45454;-376.70001
18778;326.13;4;-315.61868;-440.64359;-623.62242;-459.55044;-416.45454;-376.70001
18779;407.10001;4;-297.27361;-423.34261;-623.62242;-459.55044;-416.45454;-376.70001
18780;386.45001;4;-297.27361;-423.34261;-623.62242;-459.55044;-416.45454;-404.5
18781;293.69;4;-297.27361;-423.34261;-623.62242;-459.55044;-416.45454;-404.5
18782;261.06;4;-297.27361;-423.34261;-619.66541;-459.61775;-417.39418;-404.5
18783;225.25;4;-297.27361;-423.34261;-619.66541;-459.61775;-417.39418;-404.5
18784;213.84;4;-288.4049;-433.88988;-619.66541;-459.61775;-417.39418;-404.5
18785;183.85001;4;-288.4049;-433.88988;-619.66541;-459.61775;-417.39418;-404.5
18786;164.53999;4;-288.4049;-433.88988;-619.66541;-459.61775;-417.39418;-404.5
18787;168.77;4;-288.4049;-433.88988;-624.11921;-454.60263;-421.93226;-404.5
18788;116.96;4;-317.62478;-437.09897;-627.53776;-472.51696;-419.11451;-412.89999
18789;125.27;4;-317.62478;-437.09897;-627.53776;-472.51696;-419.11451;-412.89999
18790;134.34;4;-317.62478;-437.09897;-638.5973;-469.76434;-430.23093;-376.70001
18791;152.59;4;-317.62478;-437.09897;-638.5973;-469.76434;-430.23093;-376.70001
18792;184.46001;4;-315.61868;-440.64359;-638.5973;-469.76434;-430.23093;-376.70001
18793;242.50999;4;-315.61868;-440.64359;-638.5973;-469.76434;-430.23093;-376.70001
18794;320.79999;4;-315.61868;-440.64359;-638.5973;-469.76434;-430.23093;-376.70001
18795;309.42999;4;-315.61868;-440.64359;-623.62242;-459.55044;-416.45454;-376.70001
18796;326.51999;4;-315.61868;-440.64359;-623.62242;-459.55044;-416.45454;-376.70001
18797;342.75;4;-297.27361;-423.34261;-623.62242;-459.55044;-416.45454;-376.70001
18798;355.35999;4;-297.27361;-423.34261;-623.62242;-459.55044;-416.45454;-404.5
18799;298.35001;4;-297.27361;-423.34261;-623.62242;-459.55044;-416.45454;-404.5
18800;233.96001;4;-297.27361;-423.34261;-619.66541;-459.61775;-417.39418;-404.5
18801;219.63;4;-297.27361;-423.34261;-619.66541;-459.61775;-417.39418;-404.5
18802;192.24001;4;-288.4049;-433.88988;-619.66541;-459.61775;-417.39418;-404.5
18803;173.41;4;-288.4049;-433.88988;-619.66541;-459.61775;-417.39418;-404.5
18804;191.46001;4;-288.4049;-433.88988;-619.66541;-459.61775;-417.39418;-404.5
18805;109.91;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
18806;111.5;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
18807;114.87;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
18808;104.33;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
18809;116.76;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18810;138.67999;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18811;185.35001;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18812;136.81;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
18813;156.52;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
18814;218.64;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-360.29999
18815;262.39001;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
18816;244.39;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
18817;311.47;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
18818;270.56;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
18819;225.64999;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18820;135.23;4;-313.03933;-423.77833;-626.16617;-468.80328;-416.21988;-412.89999
18821;132.44;4;-312.67096;-433.15337;-626.16617;-468.80328;-416.21988;-412.89999
18822;119.09;4;-312.67096;-433.15337;-626.16617;-468.80328;-416.21988;-412.89999
18823;127.02;4;-312.67096;-433.15337;-626.16617;-468.80328;-416.21988;-412.89999
18824;136.8;4;-312.67096;-433.15337;-630.90741;-467.1259;-422.22237;-376.70001
18825;153.88;4;-312.67096;-433.15337;-630.90741;-467.1259;-422.22237;-376.70001
18826;179.48;4;-307.22891;-434.59657;-630.90741;-467.1259;-422.22237;-376.70001
18827;238.14999;4;-307.22891;-434.59657;-630.90741;-467.1259;-422.22237;-376.70001
18828;279.82001;4;-307.22891;-434.59657;-630.90741;-467.1259;-422.22237;-376.70001
18829;267.32999;4;-307.22891;-434.59657;-620.10113;-456.08278;-411.99823;-376.70001
18830;308.26001;4;-307.22891;-434.59657;-620.10113;-456.08278;-411.99823;-376.70001
18831;318.20001;4;-292.85629;-426.62346;-620.10113;-456.08278;-411.99823;-376.70001
18832;316.98999;4;-292.85629;-426.62346;-620.10113;-456.08278;-411.99823;-404.5
18833;295.26999;4;-292.85629;-426.62346;-620.10113;-456.08278;-411.99823;-404.5
18834;222.53999;4;-292.85629;-426.62346;-614.37806;-452.15922;-410.00769;-404.5
18835;218.92999;4;-292.85629;-426.62346;-614.37806;-452.15922;-410.00769;-404.5
18836;183.98;4;-279.92918;-425.54799;-614.37806;-452.15922;-410.00769;-404.5
18837;135.32001;4;-454.70371;-655.76608;-735.26908;-744.66709;-651.20002;-250.7
18838;90.02;4;-454.70371;-655.76608;-735.26908;-744.66709;-651.20002;-250.7
18839;83.4;4;-454.70371;-655.76608;-752.89415;-770.868;-674.30264;-250.7
18840;58.08;4;-454.70371;-655.76608;-752.89415;-770.868;-674.30264;-250.7
18841;79.28;4;-454.70371;-655.76608;-752.89415;-770.868;-674.30264;-250.7
18842;62.02;4;-456.40338;-644.13819;-752.89415;-770.868;-674.30264;-250.7
18843;53.42;4;-456.40338;-644.13819;-752.89415;-770.868;-674.30264;-250.7
18844;68.16;4;-456.40338;-644.13819;-730.09779;-750.02907;-641.12137;-254.89999
18845;102.56;4;-456.40338;-644.13819;-730.09779;-750.02907;-641.12137;-254.89999
18846;104.64;4;-456.40338;-644.13819;-730.09779;-750.02907;-641.12137;-254.89999
18847;120.5;4;-329.85713;-438.65001;-627.53776;-472.51696;-419.11451;-412.89999
18848;116.8;4;-317.62478;-437.09897;-627.53776;-472.51696;-419.11451;-412.89999
18849;71.6;4;-452.18345;-637.69535;-726.63555;-724.66946;-626.74989;-254.89999
18850;63.41;4;-452.18345;-637.69535;-726.63555;-724.66946;-626.74989;-254.89999
18851;62.15;4;-452.18345;-637.69535;-726.63555;-724.66946;-626.74989;-254.89999
18852;84;4;-472.13424;-674.59095;-841.46156;-882.86901;-807.67149;-250.7
18853;58.98;4;-472.13424;-674.59095;-841.46156;-882.86901;-807.67149;-250.7
18854;67.94;4;-472.13424;-674.59095;-841.46156;-882.86901;-807.67149;-250.7
18855;107.75;4;-472.13424;-674.59095;-718.95928;-709.13738;-624.48336;-250.7
18856;126.68;4;-472.13424;-674.59095;-718.95928;-709.13738;-624.48336;-250.7
18857;421.29999;4;-431.05321;-658.41102;-710.5292;-699.35148;-617.384;-288.60001
18858;133.42999;4;-438.80229;-681.22184;-757.55039;-772.46811;-697.12755;-300.5
18859;136.17999;4;-438.80229;-681.22184;-757.55039;-772.46811;-697.12755;-300.5
18860;154.22;4;-438.80229;-681.22184;-757.55039;-772.46811;-697.12755;-300.5
18861;244.13;4;-438.80229;-681.22184;-670.98463;-646.15068;-585.98332;-300.5
18862;334.42001;4;-438.80229;-681.22184;-670.98463;-646.15068;-585.98332;-300.5
18863;435.85001;4;-270.03277;-575.07413;-670.98463;-646.15068;-585.98332;-300.5
18864;182.03;4;-386.34581;-632.51103;-721.35967;-726.37995;-644.14169;-300.5
18865;192.58;4;-386.34581;-632.51103;-721.35967;-726.37995;-644.14169;-300.5
18866;172.8;4;-386.34581;-632.51103;-721.35967;-726.37995;-644.14169;-300.5
18867;189.05;4;-386.34581;-632.51103;-686.59007;-678.55044;-609.94881;-300.5
18868;313.47;4;-386.34581;-632.51103;-686.59007;-678.55044;-609.94881;-300.5
18869;360.54001;4;-308.27487;-595.47681;-686.59007;-678.55044;-609.94881;-300.5
18870;418.53;4;-308.27487;-595.47681;-686.59007;-678.55044;-609.94881;-300.5
18871;391.10999;4;-228.42634;-361.83556;-591.32217;-472.68606;-436.49182;-464.10001
18872;422.42001;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
18873;418.31;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
18874;402.70001;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
18875;461.25;4;-285.14064;-446.70556;-570.92117;-379.28745;-352.15716;-464.10001
18876;395.53;4;-285.14064;-446.70556;-570.92117;-379.28745;-352.15716;-427.5
18877;274.84;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18878;329.07999;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18879;286.98001;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18880;304.32001;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
18881;348.04999;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
18882;337.13;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
18883;368.78;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
18884;228.48;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-360.29999
18885;171.98;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
18886;178.34;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
18887;227.85001;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18888;171.95;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18889;135.50999;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18890;108.54;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
18891;104.79;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
18892;91.05;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
18893;100.31;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
18894;507.69;4;-228.42634;-361.83556;-591.32217;-472.68606;-436.49182;-464.10001
18895;467.91;4;-228.42634;-361.83556;-591.32217;-472.68606;-436.49182;-464.10001
18896;365.32001;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
18897;513.59998;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
18898;587.56;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
18899;621.15997;4;-285.14064;-446.70556;-570.92117;-379.28745;-352.15716;-464.10001
18900;339.64001;4;-285.14064;-446.70556;-570.92117;-379.28745;-352.15716;-427.5
18901;281.48001;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18902;441.89999;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18903;330.14001;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
18904;247.95;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
18905;352.56;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
18906;399.54001;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
18907;256.64999;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
18908;237.7;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-360.29999
18909;208.42999;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
18910;207.67999;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
18911;208.08;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18912;208.86;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18913;120.07;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
18914;123.37;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
18915;96.49;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
18916;91.26;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
18917;98.16;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
18918;574.08002;4;-229.07478;-497.6529;-621.41664;-552.36498;-501.37214;-321.60001
18919;643.10999;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
18920;593.07001;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
18921;561.40002;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18922;314.20999;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18923;301.04001;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18924;257.87;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-321.60001
18925;336.98999;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-421.29999
18926;477.48001;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18927;438.42999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18928;415.04999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18929;364.85999;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
18930;405.32999;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
18931;202.25;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-421.29999
18932;200.99001;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-421.29999
18933;217;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-352.79999
18934;194.2;4;-345.45068;-486.52632;-640.45167;-517.49256;-459.71734;-352.79999
18935;95.95;4;-345.45068;-486.52632;-640.45167;-517.49256;-459.71734;-352.79999
18936;100.05;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
18937;97.19;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
18938;120.37;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
18939;519.92999;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
18940;584.13;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
18941;550.90997;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18942;550.97998;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18943;298.89001;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18944;327.91;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-321.60001
18945;338.56;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-421.29999
18946;563.16998;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18947;467.95999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18948;423.29001;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18949;314.69;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
18950;408.67001;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
18951;237.82001;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-421.29999
18952;172.86;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-421.29999
18953;138.8;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-352.79999
18954;160.89999;4;-345.45068;-486.52632;-640.45167;-517.49256;-459.71734;-352.79999
18955;123.15;4;-345.45068;-486.52632;-640.45167;-517.49256;-459.71734;-352.79999
18956;101.39;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
18957;81.2;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
18958;98.41;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
18959;116.52;4;-348.10842;-480.49629;-666.15759;-533.11869;-480.33137;-352.79999
18960;346.17001;4;-245.44599;-534.70281;-645.33854;-601.12367;-541.88446;-321.60001
18961;439.20999;4;-245.44599;-534.70281;-645.33854;-601.12367;-541.88446;-321.60001
18962;636.70001;4;-329.63975;-571.15092;-645.33854;-601.12367;-541.88446;-321.60001
18963;559.72998;4;-329.63975;-571.15092;-645.33854;-601.12367;-541.88446;-321.60001
18964;449.92999;4;-329.63975;-571.15092;-667.00153;-630.87282;-556.50522;-321.60001
18965;369.56;4;-329.63975;-571.15092;-667.00153;-630.87282;-556.50522;-321.60001
18966;227.03999;4;-329.63975;-571.15092;-667.00153;-630.87282;-556.50522;-321.60001
18967;202.48;4;-335.44636;-537.49471;-667.00153;-630.87282;-556.50522;-321.60001
18968;209.74001;4;-335.44636;-537.49471;-667.00153;-630.87282;-556.50522;-421.29999
18969;229.85001;4;-335.44636;-537.49471;-662.79754;-593.29479;-522.86347;-421.29999
18970;293.10999;4;-335.44636;-537.49471;-662.79754;-593.29479;-522.86347;-421.29999
18971;355.35999;4;-335.44636;-537.49471;-662.79754;-593.29479;-522.86347;-421.29999
18972;290.64001;4;-330.98143;-492.18501;-662.79754;-593.29479;-522.86347;-421.29999
18973;281.76999;4;-330.98143;-492.18501;-662.79754;-593.29479;-522.86347;-421.29999
18974;192.48;4;-330.98143;-492.18501;-667.31364;-587.9618;-517.10098;-421.29999
18975;319.38;4;-330.98143;-492.18501;-667.31364;-587.9618;-517.10098;-421.29999
18976;473.72;4;-330.98143;-492.18501;-667.31364;-587.9618;-517.10098;-352.79999
18977;216.06;4;-372.63663;-524.46523;-667.31364;-587.9618;-517.10098;-352.79999
18978;80.89;4;-372.63663;-524.46523;-667.31364;-587.9618;-517.10098;-352.79999
18979;72.14;4;-372.63663;-524.46523;-685.75535;-600.9156;-531.38935;-352.79999
18980;85.9;4;-372.63663;-524.46523;-685.75535;-600.9156;-531.38935;-352.79999
18981;371.76999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18982;417.73001;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18983;436.23999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
18984;499.70999;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-421.29999
18985;380.60999;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-321.60001
18986;339.69;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18987;606.21002;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18988;513.35999;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
18989;514.46997;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
18990;556.45001;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
18991;287.97;4;-335.44636;-537.49471;-662.79754;-593.29479;-522.86347;-421.29999
18992;228.88;4;-335.44636;-537.49471;-662.79754;-593.29479;-522.86347;-421.29999
18993;207.31;4;-335.44636;-537.49471;-662.79754;-593.29479;-522.86347;-421.29999
18994;209.34;4;-335.44636;-537.49471;-667.00153;-630.87282;-556.50522;-421.29999
18995;192.36;4;-335.44636;-537.49471;-667.00153;-630.87282;-556.50522;-321.60001
18996;244.32001;4;-329.63975;-571.15092;-667.00153;-630.87282;-556.50522;-321.60001
18997;305.62;4;-329.63975;-571.15092;-667.00153;-630.87282;-556.50522;-321.60001
18998;403.81;4;-329.63975;-571.15092;-667.00153;-630.87282;-556.50522;-321.60001
18999;444.20001;4;-329.63975;-571.15092;-645.33854;-601.12367;-541.88446;-321.60001
19000;614.42999;4;-329.63975;-571.15092;-645.33854;-601.12367;-541.88446;-321.60001
19001;476.54999;4;-245.44599;-534.70281;-645.33854;-601.12367;-541.88446;-321.60001
19002;342;4;-245.44599;-534.70281;-645.33854;-601.12367;-541.88446;-321.60001
19003;495.85999;4;-229.07478;-497.6529;-621.41664;-552.36498;-501.37214;-321.60001
19004;675.53998;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
19005;607.88;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
19006;625.64001;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
19007;472.94;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
19008;292.45999;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
19009;224.98;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-321.60001
19010;275.16;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-421.29999
19011;351.20999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
19012;431.01999;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
19013;341.38;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
19014;452.94;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
19015;386.17001;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
19016;188.12;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-421.29999
19017;237.82001;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-421.29999
19018;342.39999;4;-314.18421;-466.9127;-640.45167;-517.49256;-459.71734;-352.79999
19019;111.26;4;-345.45068;-486.52632;-640.45167;-517.49256;-459.71734;-352.79999
19020;106.51;4;-345.45068;-486.52632;-640.45167;-517.49256;-459.71734;-352.79999
19021;75.61;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
19022;92.08;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
19023;105.57;4;-345.45068;-486.52632;-666.15759;-533.11869;-480.33137;-352.79999
19024;384.54001;4;-228.42634;-361.83556;-591.32217;-472.68606;-436.49182;-464.10001
19025;363.85001;4;-228.42634;-361.83556;-591.32217;-472.68606;-436.49182;-464.10001
19026;405.03;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
19027;552.77002;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
19028;597.40997;4;-228.42634;-361.83556;-570.92117;-379.28745;-352.15716;-464.10001
19029;561.53998;4;-285.14064;-446.70556;-570.92117;-379.28745;-352.15716;-464.10001
19030;391.76001;4;-285.14064;-446.70556;-570.92117;-379.28745;-352.15716;-427.5
19031;373.82001;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
19032;396.45999;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
19033;399.26999;4;-285.14064;-446.70556;-623.82042;-483.10909;-434.61531;-427.5
19034;272.42999;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
19035;367.20001;4;-299.2958;-422.82032;-623.82042;-483.10909;-434.61531;-427.5
19036;399.79999;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
19037;322.76999;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-427.5
19038;228.92999;4;-299.2958;-422.82032;-631.66668;-483.80395;-435.57747;-360.29999
19039;187.38;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
19040;148.92;4;-340.66959;-467.24165;-631.66668;-483.80395;-435.57747;-360.29999
19041;155.50999;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
19042;122.36;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
19043;89.77;4;-340.66959;-467.24165;-665.98041;-496.52897;-463.16532;-360.29999
19044;85.63;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
19045;102.88;4;-338.33201;-461.47097;-665.98041;-496.52897;-463.16532;-360.29999
19046;98.78;4;-338.33201;-461.47097;-639.7771;-506.93767;-444.65598;-389.60001
19047;296.39001;4;-314.18421;-466.9127;-636.6082;-526.59065;-467.86471;-421.29999
19048;389.45001;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
19049;354.82001;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
19050;399.23001;4;-308.0677;-493.8621;-636.6082;-526.59065;-467.86471;-421.29999
19051;558.28003;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-421.29999
19052;396.09;4;-308.0677;-493.8621;-650.37142;-600.53143;-529.97677;-321.60001
19053;535.83002;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
19054;613.58002;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
19055;482.35999;4;-300.63649;-524.49896;-650.37142;-600.53143;-529.97677;-321.60001
19056;462.89999;4;-300.63649;-524.49896;-621.41664;-552.36498;-501.37214;-321.60001
